filtered text,label
usairways thanks sent you dm re baggage issues,POSITIVE
usairways i have and you have not been able to locate them its insane i trust you and pay you to look after my things and you lost them,NEGATIVE
usairways and yet the flight attendant argued with me over exec plat benefits,NEGATIVE
usairways please stop asking me each week to place my bag in the size check itfits httptcoaurnpwd,NEGATIVE
usairways has me on my toes whether im going to make my flight back to boston tonight,NEGATIVE
usairways americanair need to check candy w working flight iah to phx on usairways she is the reason i always choose delta rude,NEGATIVE
usairways americanair explain how come i can get a free upgrade on us as an exe plat but not exit row seating wout paying confused,NEUTRAL
usairways yes ground crew finally showed up so plane could depart very late flight,NEGATIVE
usairways is delayed due to tail winds and need to jump on to sea leaving the same time this arrives is there a chance to hold,NEGATIVE
usairways i have submitted my request i would appreciate a call by am eastern thank you,NEUTRAL
usairways i need to email customer service for help and a question can you please provide the email address,NEUTRAL
usairways vincesviews there are significant number of folks on connecting to a few minutes hold would make many happy,NEUTRAL
usairways can you help me out,NEUTRAL
usairways is anything being done to make flight attendants aware of aa member benefits embarrassing being argued with just happened,NEGATIVE
usairways i have a question i need to talk to someone by email can you give me your email address thanks,NEUTRAL
usairways gregm well there is certainly nothing happening in front of the scenes noaccountability disappointing,NEGATIVE
usairways hours on tarmac in charleston and still cant get a response after a week unacceptable,NEGATIVE
usairways customer service at its best rachel s took great care of us at the phx airport httptcohgveqhghy,POSITIVE
usairways amp americanair planes in grandcayman httptcogxqbtckbr,NEUTRAL
usairways i will never fly us airways again,NEGATIVE
usairways strikes againlate flight crew for the trip and maintenance worth the extra trip for less hassle and fewer delays,NEGATIVE
usairways can you follow so i can dm you,NEUTRAL
usairways so i get bumped to the pm to birmingham which is now delayed because the pilots scheduled dont have enough hours together fail,NEGATIVE
usairways yes thanks but took forever,NEGATIVE
usairways as far as being delayed goes looks like tailwinds are going to make up for it good news,NEGATIVE
usairways horrible travel day w your airlines my flight to birmingham was cancelled flightled w no notification so i couldnt get on the,NEGATIVE
usairways i asked if that was sop and they said it is now but yet the other flights nothing is this a policy or not,NEGATIVE
usairways while im asking of my non upgraded flights attendants came amp greeted me amp thanked me for my business bc i was exec plat,NEUTRAL
usairways hrs of traveling and this just welcomes u back home to the us hr layover and i get to watch it going to wrong destination,NEGATIVE
usairways it is really embarrassing when asking for complimentary drinksnack detailed here httpstcozaxbh amp being argued with,NEGATIVE
usairways i am so disappointed with the service i received with you on my travels to nc these past few days you lost my baggage twice,NEGATIVE
usairways but question if the downgrade include losing first class do you get money back httptcolftqdsy,NEUTRAL
usairways have you just given up,NEGATIVE
usairways and then you said i could move my thursday flight for free if i call a number and then you hang up on me,NEGATIVE
usairways are you not even going to acknowledge that you bumped me from a flight not because of weather i am in arizona,NEGATIVE
usairways your moveup policy really sucks united has a hour policy for this with status i was wanting to move up from am to am,NEGATIVE
great management of usairways twitter account thank you,POSITIVE
usairways why is it impossible to change buy preferred seats via your app,NEGATIVE
usairways i am good i just did not understand the terminology but the merger brings new verbiage,NEUTRAL
usairways can you priv chat to help chairman reroute,NEUTRAL
usairways new marketing song httpstcoflfulcbq let us know what you think httptcowbhbljjks,NEUTRAL
usairways why are your customer service department so intent on ignoring my emails and queries badservice usairways,NEGATIVE
usairways can you help chairman i am on flight phx connect sjc will miss connection can you reroute please,NEUTRAL
usairways your airway is a joke i have never dealt with worse service,NEGATIVE
usairways great i just called your fucking phone number and she hung up on me,NEGATIVE
usairways it has been found thank you,POSITIVE
usairways hhagerty thats a lie,NEGATIVE
usairways also can you explain why when i checked in on the us airways site amp picked standby for st i was not put on the list,NEUTRAL
usairways your customer service has a recording that says we are to busy to assist and hangs up great touch poorservice gma cbsnews,NEGATIVE
usairways your lack of customer service has shined i need you to step up and get my lost baggage to delta so they can return it to me,NEGATIVE
usairways do you operate any flights without maintenance issues flights inout of dca cancelled flighted this is getting old update fleet pls,NEGATIVE
usairways and you took away my st class seat love being a chairman preferred and assigned row seat b middle seat,NEGATIVE
usairways patience is what my connecting flight will need why do you guys do this to me every time i travel every single time,NEGATIVE
usairways plans changed is that what u call not bein able park on time planes w a hr layover n b able make ur connection seriously,NEGATIVE
